"age","created_timestamp","kidsarc_response_id","participant_fk","itemid","A","B","C","D","response","correct","saveitem_timestamp","rt"
"6","2023-12-09 16:00:49","1093","4820","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 16:03:15","2147483647"
"6","2023-12-09 16:00:49","1094","4820","4","400400000","000400400","404404000","000404404","505505505","0","2023-12-09 16:04:04","2147483647"
"6","2023-12-09 16:00:49","1095","4820","5","700770000","770700000","700700770","777700000","000000000","0","2023-12-09 16:04:26","2147483647"
"6","2023-12-09 16:00:49","1096","4820","6","110005005","330007007","050050011","070070033","000000000","0","2023-12-09 16:04:28","2147483647"
"6","2023-12-09 16:00:49","1097","4820","7","110000000","111000000","000102102","102102102","000000000","0","2023-12-09 16:04:28","2147483647"
"6","2023-12-09 16:00:49","1098","4820","8","330000000","000333000","330440000","000333444","000000000","0","2023-12-09 16:04:28","2147483647"
"6","2023-12-09 16:00:49","1099","4820","8","330000000","000333000","330440000","000333444","000000000","0","2023-12-09 16:04:28","2147483647"
"12","2023-12-09 16:06:48","1100","4827","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:07:35","2147483647"
"12","2023-12-09 16:06:48","1101","4827","2","700000000","700000700","770000000","770000770","770000700","0","2023-12-09 16:08:19","2147483647"
"8","2023-12-09 16:07:24","1102","4828","1","000220220","000000200","000110110","000000100","000110110","0","2023-12-09 16:08:42","2147483647"
"8","2023-12-09 16:07:24","1103","4828","2","700000000","700000700","770000000","770000770","770000000","0","2023-12-09 16:08:49","2147483647"
"8","2023-12-09 16:07:24","1104","4828","3","040040040","060060060","000444000","000666000","000444000","0","2023-12-09 16:08:57","2147483647"
"12","2023-12-09 16:06:48","1105","4827","3","040040040","060060060","000444000","000666000","060666060","0","2023-12-09 16:09:01","2147483647"
"8","2023-12-09 16:07:24","1106","4828","4","400400000","000400400","404404000","000404404","404404000","0","2023-12-09 16:09:04","2147483647"
"8","2023-12-09 16:07:24","1107","4828","5","700770000","770700000","700700770","777700000","700700770","0","2023-12-09 16:09:12","2147483647"
"12","2023-12-09 16:06:48","1108","4827","4","400400000","000400400","404404000","000404404","004404400","0","2023-12-09 16:09:15","2147483647"
"8","2023-12-09 16:07:24","1109","4828","6","110005005","330007007","050050011","070070033","050050011","0","2023-12-09 16:09:20","2147483647"
"12","2023-12-09 16:06:48","1110","4827","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 16:09:31","2147483647"
"8","2023-12-09 16:07:24","1111","4828","7","110000000","111000000","000102102","102102102","000102102","0","2023-12-09 16:09:41","2147483647"
"8","2023-12-09 16:07:24","1112","4828","8","330000000","000333000","330440000","000333444","330440000","0","2023-12-09 16:09:58","2147483647"
"12","2023-12-09 16:06:48","1113","4827","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 16:10:11","2147483647"
"12","2023-12-09 16:06:48","1114","4827","7","110000000","111000000","000102102","102102102","001102102","0","2023-12-09 16:10:35","2147483647"
"12","2023-12-09 16:06:48","1115","4827","8","330000000","000333000","330440000","000333444","000333440","0","2023-12-09 16:11:16","2147483647"
"9","2023-12-09 16:13:44","1116","4836","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:14:23","2147483647"
"9","2023-12-09 16:13:44","1117","4836","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 16:14:31","2147483647"
"9","2023-12-09 16:13:44","1118","4836","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 16:14:44","2147483647"
"9","2023-12-09 16:13:44","1119","4836","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 16:14:52","2147483647"
"9","2023-12-09 16:13:44","1120","4836","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 16:15:03","2147483647"
"10","2023-12-09 16:14:21","1121","4838","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:15:04","2147483647"
"10","2023-12-09 16:14:21","1122","4838","2","700000000","700000700","770000000","770000770","707000707","0","2023-12-09 16:15:15","2147483647"
"9","2023-12-09 16:13:44","1123","4836","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 16:15:16","2147483647"
"10","2023-12-09 16:14:21","1124","4838","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 16:15:25","2147483647"
"9","2023-12-09 16:13:44","1125","4836","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 16:15:28","2147483647"
"10","2023-12-09 16:14:21","1126","4838","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 16:15:39","2147483647"
"9","2023-12-09 16:13:44","1127","4836","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 16:15:43","2147483647"
"10","2023-12-09 16:14:21","1128","4838","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 16:15:51","2147483647"
"10","2023-12-09 16:14:21","1129","4838","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 16:16:12","2147483647"
"10","2023-12-09 16:14:21","1130","4838","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 16:16:54","2147483647"
"10","2023-12-09 16:14:21","1131","4838","8","330000000","000333000","330440000","000333444","000333440","0","2023-12-09 16:17:17","2147483647"
"9","2023-12-09 16:16:53","1132","4843","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 16:17:33","29060"
"9","2023-12-09 16:16:53","1133","4843","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000055500505005050055500","0","2023-12-09 16:18:10","37255"
"9","2023-12-09 16:16:53","1134","4843","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002020203020202000200","1","2023-12-09 16:18:34","23250"
"9","2023-12-09 16:16:53","1135","4843","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","3333044444600005550022000","0","2023-12-09 16:19:23","49246"
"7","2023-12-09 16:18:09","1136","4846","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:19:34","2147483647"
"9","2023-12-09 16:16:53","1137","4843","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000000500055","1","2023-12-09 16:19:42","19034"
"7","2023-12-09 16:18:09","1138","4846","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 16:19:50","2147483647"
"7","2023-12-09 16:18:09","1139","4846","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 16:20:00","2147483647"
"7","2023-12-09 16:18:09","1140","4846","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 16:20:10","2147483647"
"9","2023-12-09 16:16:53","1141","4843","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666660666666660666","0","2023-12-09 16:20:16","33903"
"7","2023-12-09 16:18:09","1142","4846","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 16:20:21","2147483647"
"9","2023-12-09 16:16:53","1143","4843","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-09 16:20:34","17692"
"7","2023-12-09 16:18:09","1144","4846","6","110005005","330007007","050050011","070070033","070070011","0","2023-12-09 16:20:50","2147483647"
"7","2023-12-09 16:18:09","1145","4846","7","110000000","111000000","000102102","102102102","000000000","0","2023-12-09 16:20:51","2147483647"
"9","2023-12-09 16:16:53","1146","4843","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006660060600666000000","0","2023-12-09 16:21:03","28996"
"7","2023-12-09 16:18:09","1147","4846","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 16:21:14","2147483647"
"24","2023-12-09 16:24:06","1148","4850","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:25:06","2147483647"
"24","2023-12-09 16:24:06","1149","4850","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 16:26:16","2147483647"
"24","2023-12-09 16:24:06","1150","4850","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 16:27:02","2147483647"
"24","2023-12-09 16:24:06","1151","4850","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 16:27:25","2147483647"
"24","2023-12-09 16:24:06","1152","4850","5","700770000","770700000","700700770","777700000","007007077","0","2023-12-09 16:27:38","2147483647"
"24","2023-12-09 16:24:06","1153","4850","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 16:28:01","2147483647"
"24","2023-12-09 16:24:06","1154","4850","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 16:28:18","2147483647"
"7","2023-12-09 16:27:36","1155","4854","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 16:28:34","36860"
"24","2023-12-09 16:24:06","1156","4850","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 16:29:08","2147483647"
"7","2023-12-09 16:27:36","1157","4854","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5500000500005005550000500","0","2023-12-09 16:29:43","68530"
"7","2023-12-09 16:27:36","1158","4854","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002020203020202000200","1","2023-12-09 16:30:05","22516"
"7","2023-12-09 16:27:36","1159","4854","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-09 16:30:32","26342"
"7","2023-12-09 16:27:36","1160","4854","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000000500055","1","2023-12-09 16:30:48","16589"
"7","2023-12-09 16:27:36","1161","4854","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 16:31:10","21074"
"7","2023-12-09 16:27:36","1162","4854","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-09 16:31:35","25559"
"7","2023-12-09 16:27:36","1163","4854","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000600060600060000000","1","2023-12-09 16:31:53","17362"
"10","2023-12-09 16:32:12","1164","4857","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 16:32:52","31423"
"10","2023-12-09 16:32:12","1165","4857","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5000000500000005000000500","0","2023-12-09 16:33:48","55809"
"10","2023-12-09 16:32:12","1166","4857","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002020200020202000203","0","2023-12-09 16:34:31","43067"
"10","2023-12-09 16:32:12","1167","4857","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","4444433330600002200055500","0","2023-12-09 16:35:12","40649"
"10","2023-12-09 16:32:12","1168","4857","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 16:35:46","34134"
"10","2023-12-09 16:32:12","1169","4857","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 16:36:06","19691"
"10","2023-12-09 16:32:12","1170","4857","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0000000000000000000000000","0","2023-12-09 16:36:33","27218"
"10","2023-12-09 16:32:12","1171","4857","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000000000000000000000","0","2023-12-09 16:36:33","79"
"34","2023-12-09 16:42:17","1172","4862","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 16:43:53","2147483647"
"34","2023-12-09 16:42:17","1173","4862","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 16:44:21","2147483647"
"34","2023-12-09 16:42:17","1174","4862","3","040040040","060060060","000444000","000666000","000444000","0","2023-12-09 16:44:31","2147483647"
"34","2023-12-09 16:42:17","1175","4862","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 16:45:14","2147483647"
"34","2023-12-09 16:42:17","1176","4862","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 16:45:36","2147483647"
"34","2023-12-09 16:44:00","1177","4863","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000100000000000","0","2023-12-09 16:46:20","119284"
"34","2023-12-09 16:42:17","1178","4862","6","110005005","330007007","050050011","070070033","050050011","0","2023-12-09 16:46:24","2147483647"
"34","2023-12-09 16:42:17","1179","4862","7","110000000","111000000","000102102","102102102","101101101","0","2023-12-09 16:46:46","2147483647"
"34","2023-12-09 16:42:17","1180","4862","8","330000000","000333000","330440000","000333444","333444000","0","2023-12-09 16:46:58","2147483647"
"34","2023-12-09 16:44:00","1181","4863","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550000500005005550055500","0","2023-12-09 16:49:06","165897"
"34","2023-12-09 16:44:00","1182","4863","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002020203020202000200","1","2023-12-09 16:50:07","61231"
"34","2023-12-09 16:44:00","1183","4863","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000033330444440000055500","0","2023-12-09 16:51:06","59267"
"34","2023-12-09 16:44:00","1184","4863","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 16:51:24","17637"
"34","2023-12-09 16:44:00","1185","4863","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 16:51:56","31653"
"34","2023-12-09 16:44:00","1186","4863","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0000011313113000031300000","0","2023-12-09 16:52:53","57328"
"34","2023-12-09 16:44:00","1187","4863","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000000000000000000000","0","2023-12-09 16:53:07","13454"
"8","2023-12-10 09:58:21","1205","4878","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 09:59:17","2147483647"
"8","2023-12-10 09:58:21","1206","4878","2","700000000","700000700","770000000","770000770","770000700","0","2023-12-10 09:59:33","2147483647"
"8","2023-12-10 09:58:21","1207","4878","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 09:59:41","2147483647"
"8","2023-12-10 09:58:21","1208","4878","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-10 09:59:52","2147483647"
"8","2023-12-10 09:58:21","1209","4878","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-10 10:00:08","2147483647"
"8","2023-12-10 09:58:21","1210","4878","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-10 10:00:30","2147483647"
"8","2023-12-10 09:58:21","1211","4878","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-10 10:00:46","2147483647"
"8","2023-12-10 09:58:21","1212","4878","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-10 10:01:06","2147483647"
"8","2023-12-10 10:01:51","1213","4881","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-10 10:03:02","39042"
"8","2023-12-10 10:01:51","1214","4881","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550050500505005050055500","1","2023-12-10 10:03:53","50857"
"8","2023-12-10 10:01:51","1215","4881","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002020203020202000200","1","2023-12-10 10:04:29","35042"
"5","2023-12-10 10:03:25","1216","4883","1","000220220","000000200","000110110","000000100","000110110","0","2023-12-10 10:04:55","2147483647"
"8","2023-12-10 10:01:51","1217","4881","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-10 10:05:03","34341"
"8","2023-12-10 10:01:51","1218","4881","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0000000000000000000000000","0","2023-12-10 10:05:03","173"
"5","2023-12-10 10:03:25","1219","4883","2","700000000","700000700","770000000","770000770","770000000","0","2023-12-10 10:05:11","2147483647"
"5","2023-12-10 10:03:25","1220","4883","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 10:05:32","2147483647"
"8","2023-12-10 10:01:51","1221","4881","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","0000000000000000000000000","0","2023-12-10 10:05:43","39600"
"5","2023-12-10 10:03:25","1222","4883","4","400400000","000400400","404404000","000404404","505505000","0","2023-12-10 10:05:53","2147483647"
"5","2023-12-10 10:03:25","1223","4883","5","700770000","770700000","700700770","777700000","700700770","0","2023-12-10 10:06:09","2147483647"
"8","2023-12-10 10:01:51","1224","4881","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-10 10:06:12","28646"
"8","2023-12-10 10:01:51","1225","4881","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-10 10:06:39","27495"
"5","2023-12-10 10:03:25","1226","4883","6","110005005","330007007","050050011","070070033","030030077","0","2023-12-10 10:06:55","2147483647"
"5","2023-12-10 10:03:25","1227","4883","7","110000000","111000000","000102102","102102102","000102102","0","2023-12-10 10:07:12","2147483647"
"5","2023-12-10 10:03:25","1228","4883","8","330000000","000333000","330440000","000333444","330440000","0","2023-12-10 10:07:33","2147483647"
"6","2023-12-10 10:08:08","1229","4887","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 10:09:04","2147483647"
"6","2023-12-10 10:08:08","1230","4887","2","700000000","700000700","770000000","770000770","770070000","0","2023-12-10 10:09:31","2147483647"
"6","2023-12-10 10:08:08","1231","4887","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 10:09:45","2147483647"
"6","2023-12-10 10:08:08","1232","4887","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-10 10:09:59","2147483647"
"6","2023-12-10 10:08:08","1233","4887","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-10 10:10:19","2147483647"
"6","2023-12-10 10:08:08","1234","4887","6","110005005","330007007","050050011","070070033","030030077","0","2023-12-10 10:10:38","2147483647"
"6","2023-12-10 10:08:08","1235","4887","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-10 10:10:58","2147483647"
"6","2023-12-10 10:08:08","1236","4887","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-10 10:11:42","2147483647"
"6","2023-12-10 10:13:55","1237","4889","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-10 10:16:00","44723"
"6","2023-12-10 10:13:55","1238","4889","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550050500505005050055500","1","2023-12-10 10:16:36","35949"
"6","2023-12-10 10:13:55","1239","4889","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0020002000200200200000200","0","2023-12-10 10:18:03","87415"
"6","2023-12-10 10:13:55","1240","4889","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","5550050500505005050055500","0","2023-12-10 10:18:08","35949"
"6","2023-12-10 10:13:55","1241","4889","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-10 10:18:35","26636"
"6","2023-12-10 10:13:55","1242","4889","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-10 10:19:08","33666"
"6","2023-12-10 10:13:55","1243","4889","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-10 10:19:51","42151"
"6","2023-12-10 10:13:55","1244","4889","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000600060600060000000","1","2023-12-10 10:20:13","21956"
"9","2023-12-10 10:27:26","1245","4897","1","000220220","000000200","000110110","000000100","000000000","0","2023-12-10 10:27:29","2147483647"
"9","2023-12-10 10:27:26","1246","4897","2","700000000","700000700","770000000","770000770","000000000","0","2023-12-10 10:27:30","2147483647"
"9","2023-12-10 10:27:26","1247","4897","3","040040040","060060060","000444000","000666000","000000000","0","2023-12-10 10:27:30","2147483647"
"9","2023-12-10 10:27:26","1248","4897","4","400400000","000400400","404404000","000404404","000000000","0","2023-12-10 10:27:30","2147483647"
"9","2023-12-10 10:27:26","1249","4897","5","700770000","770700000","700700770","777700000","000000000","0","2023-12-10 10:27:31","2147483647"
"9","2023-12-10 10:27:26","1250","4897","6","110005005","330007007","050050011","070070033","000000000","0","2023-12-10 10:27:31","2147483647"
"9","2023-12-10 10:27:26","1251","4897","7","110000000","111000000","000102102","102102102","000000000","0","2023-12-10 10:27:31","2147483647"
"9","2023-12-10 10:27:26","1252","4897","8","330000000","000333000","330440000","000333444","000000000","0","2023-12-10 10:27:31","2147483647"
"9","2023-12-10 10:27:38","1253","4898","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 10:28:24","2147483647"
"9","2023-12-10 10:27:38","1254","4898","2","700000000","700000700","770000000","770000770","700000700","0","2023-12-10 10:28:54","2147483647"
"9","2023-12-10 10:27:38","1255","4898","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 10:29:01","2147483647"
"9","2023-12-10 10:27:38","1256","4898","4","400400000","000400400","404404000","000404404","000000000","0","2023-12-10 10:29:02","2147483647"
"9","2023-12-10 10:27:38","1257","4898","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-10 10:29:31","2147483647"
"9","2023-12-10 10:27:38","1258","4898","6","110005005","330007007","050050011","070070033","030030077","0","2023-12-10 10:30:13","2147483647"
"9","2023-12-10 10:27:38","1259","4898","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-10 10:30:32","2147483647"
"9","2023-12-10 10:27:38","1260","4898","8","330000000","000333000","330440000","000333444","330444000","0","2023-12-10 10:30:56","2147483647"
"12","2023-12-10 10:41:25","1261","4905","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 10:42:16","2147483647"
"12","2023-12-10 10:41:25","1262","4905","2","700000000","700000700","770000000","770000770","707000000","0","2023-12-10 10:42:37","2147483647"
"12","2023-12-10 10:41:25","1263","4905","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 10:42:42","2147483647"
"12","2023-12-10 10:41:25","1264","4905","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-10 10:42:52","2147483647"
"12","2023-12-10 10:41:25","1265","4905","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-10 10:43:07","2147483647"
"12","2023-12-10 10:41:25","1266","4905","6","110005005","330007007","050050011","070070033","033070070","0","2023-12-10 10:43:29","2147483647"
"12","2023-12-10 10:41:25","1267","4905","7","110000000","111000000","000102102","102102102","102102000","0","2023-12-10 10:43:39","2147483647"
"12","2023-12-10 10:41:25","1268","4905","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-10 10:44:08","2147483647"
"12","2023-12-10 10:44:26","1269","4907","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-10 10:46:04","92096"
"12","2023-12-10 10:44:26","1270","4907","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5500005000050005500005000","0","2023-12-10 10:46:22","17787"
"12","2023-12-10 10:44:26","1271","4907","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0000011111103011111100000","0","2023-12-10 10:47:06","43836"
"12","2023-12-10 10:44:26","1272","4907","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-10 10:47:27","21430"
"12","2023-12-10 10:44:26","1273","4907","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0405544055000000000000000","0","2023-12-10 10:47:40","12307"
"12","2023-12-10 10:44:26","1274","4907","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","0000070000000000000700000","0","2023-12-10 10:47:56","16414"
"12","2023-12-10 10:44:26","1275","4907","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-10 10:48:18","22048"
"12","2023-12-10 10:44:26","1276","4907","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000600060600060000000","1","2023-12-10 10:48:38","19702"
"47","2023-12-10 10:49:08","1277","4910","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-10 10:49:58","21118"
"47","2023-12-10 10:49:08","1278","4910","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550050500505005550000000","0","2023-12-10 10:50:48","49920"
"47","2023-12-10 10:49:08","1279","4910","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0010001010103010101000100","0","2023-12-10 10:51:02","13956"
"47","2023-12-10 10:49:08","1280","4910","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-10 10:51:20","17875"
"47","2023-12-10 10:49:08","1281","4910","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-10 10:51:30","10145"
"47","2023-12-10 10:49:08","1282","4910","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-10 10:51:47","17075"
"47","2023-12-10 10:49:08","1283","4910","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-10 10:52:09","21941"
"47","2023-12-10 10:49:08","1284","4910","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006660060600666000000","0","2023-12-10 10:52:31","22224"
"9","2023-12-10 10:53:17","1285","4917","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 10:54:16","2147483647"
"9","2023-12-10 10:53:17","1286","4917","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-10 10:54:44","2147483647"
"9","2023-12-10 10:53:17","1287","4917","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-10 10:54:53","2147483647"
"9","2023-12-10 10:53:17","1288","4917","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-10 10:55:10","2147483647"
"9","2023-12-10 10:53:17","1289","4917","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-10 10:55:24","2147483647"
"9","2023-12-10 10:53:17","1290","4917","6","110005005","330007007","050050011","070070033","070070011","0","2023-12-10 10:55:41","2147483647"
"9","2023-12-10 10:53:17","1291","4917","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-10 10:56:05","2147483647"
"9","2023-12-10 10:53:17","1292","4917","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-10 10:56:19","2147483647"
"9","2023-12-10 10:58:06","1293","4924","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000100000000000","0","2023-12-10 10:59:39","30330"
"5","2023-12-10 10:57:25","1294","4922","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-10 11:00:08","2147483647"
"9","2023-12-10 10:58:06","1295","4924","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000000500005005000000500","0","2023-12-10 11:00:25","45307"
